color,director_name,duration,gross,genres,movie_title,title_year,language,country,budget,imdb_score,actors,movie_facebook_likes,languange
color,daniel espinosa,137,1206135,thriller,child 44,205,english,Czech Republic,50000000,6.4,tom hardyfares faresmichael nardone,18000,english
color,,137,37304950,biography,j edgar,2011,english,USA,35000000,6.6,leonardo dicaprionaomi wattskaitlyn dever,16000,english
color,,137,37304950,crime,j edgar,2011,english,USA,35000000,6.6,leonardo dicaprionaomi wattskaitlyn dever,16000,english
color,,137,37304950,drama,j edgar,2011,english,USA,35000000,6.6,leonardo dicaprionaomi wattskaitlyn dever,16000,english
,walter salles,137,717753,adventure,on the road,2012,english,France,25000000,6.1,kristen stewartviggo mortensenkirsten dunst,27000,english
,walter salles,137,717753,drama,on the road,2012,english,France,25000000,6.1,kristen stewartviggo mortensenkirsten dunst,27000,english
color,,137,281666058,adventure,the hunger games mockingjay part 2,2015,english,USA,160000000,6.6,jennifer lawrencephilip seymour hoffmanjosh hutcherson,38000,english
color,,137,281666058,scifi,the hunger games mockingjay part 2,2015,english,USA,160000000,6.6,jennifer lawrencephilip seymour hoffmanjosh hutcherson,38000,english
color,angelina jolie pitt,137,115603980,biography,unbroken,2014,english,USA,65000000,-1.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,drama,unbroken,2014,english,USA,65000000,-1.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,sport,unbroken,2014,english,USA,65000000,-1.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,war,unbroken,2014,english,USA,65000000,-1.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,biography,unbroken,2014,english,USA,65000000,7.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,drama,unbroken,2014,english,USA,65000000,7.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,sport,unbroken,2014,english,USA,65000000,7.2,finn wittrockjack oconnellalex russell,35000,english
color,angelina jolie pitt,137,115603980,war,unbroken,2014,english,USA,65000000,7.2,finn wittrockjack oconnellalex russell,35000,english
,seth macfarlane,136,42615685,comedy,a million ways to die in the west,2014,english,USA,40000000,6.1,liam neesoncharlize theronseth macfarlane,24000,english
,seth macfarlane,136,42615685,western,a million ways to die in the west,2014,english,USA,40000000,6.1,liam neesoncharlize theronseth macfarlane,24000,english
color,anthony russo,136,259746958,action,captain america the winter soldier,2014,english,usa,170000000,7.8,scarlett johanssonchris evanshayley atwell,55000,english
color,anthony russo,136,259746958,adventure,captain america the winter soldier,2014,english,usa,170000000,7.8,scarlett johanssonchris evanshayley atwell,55000,english
color,anthony russo,136,259746958,scifi,captain america the winter soldier,2014,english,usa,170000000,7.8,scarlett johanssonchris evanshayley atwell,55000,english
color,rob marshall,136,241063875,action,pirates of the caribbean on stranger tides,2011,english,USA,250000000,6.7,johnny deppsam claflinstephen graham,58000,english
color,rob marshall,136,241063875,adventure,pirates of the caribbean on stranger tides,2011,english,USA,250000000,6.7,johnny deppsam claflinstephen graham,58000,english
color,rob marshall,136,241063875,fantasy,pirates of the caribbean on stranger tides,2011,english,USA,250000000,6.7,johnny deppsam claflinstephen graham,58000,english
color,adam shankman,136,38509342,comedy,rock of ages,2012,english,USA,75000000,5.9,james martin kellyshane hartlinecelina beach,33000,english
color,adam shankman,136,38509342,drama,rock of ages,2012,english,USA,75000000,5.9,james martin kellyshane hartlinecelina beach,33000,english
color,adam shankman,136,38509342,musical,rock of ages,2012,english,USA,75000000,5.9,james martin kellyshane hartlinecelina beach,33000,english
color,adam shankman,136,38509342,romance,rock of ages,2012,english,USA,75000000,5.9,james martin kellyshane hartlinecelina beach,33000,english
color,,136,52474616,drama,wall street money never sleeps,2010,english,USA,70000000,6.3,frank langellaaustin pendletonjohn buffalo mailer,13000,english
color,tony gilroy,135,113165635,action,the bourne legacy,2012,english,USA,125000000,6.7,jeremy rennerscott glennstacy keach,31000,english
color,tony gilroy,135,113165635,adventure,the bourne legacy,2012,english,USA,125000000,6.7,jeremy rennerscott glennstacy keach,31000,english
color,tony gilroy,135,113165635,thriller,the bourne legacy,2012,english,USA,125000000,6.7,jeremy rennerscott glennstacy keach,31000,english
color,steve mcqueen,134,56667870,biography,12 years a slave,2013,english,USA,20000000,8.1,quvenzhané wallisscoot mcnairytaran killam,83000,english
color,steve mcqueen,134,56667870,drama,12 years a slave,2013,english,USA,20000000,8.1,quvenzhané wallisscoot mcnairytaran killam,83000,english
color,steve mcqueen,134,56667870,history,12 years a slave,2013,english,USA,20000000,8.1,quvenzhané wallisscoot mcnairytaran killam,83000,english
color,paul greengrass,134,107100855,biography,captain phillips,2013,english,USA,55000000,7.9,tom hankschris mulkeymichael chernus,65000,english
color,paul greengrass,134,107100855,drama,captain phillips,2013,english,USA,55000000,7.9,tom hankschris mulkeymichael chernus,65000,english
color,paul greengrass,134,107100855,thriller,captain phillips,2013,english,USA,55000000,7.9,tom hankschris mulkeymichael chernus,65000,english
color,david ayer,134,85707116,action,fury,2014,english,USA,68000000,7.6,brad pittlogan lermanjim parrack,82000,english
color,david ayer,134,85707116,drama,fury,2014,english,USA,68000000,7.6,brad pittlogan lermanjim parrack,82000,english
color,david ayer,134,85707116,war,fury,2014,english,USA,68000000,7.6,brad pittlogan lermanjim parrack,82000,english
color,clint eastwood,5,47034272,biography,jersey boys,2014,english,USA,40000000,6.9,johnny cannizzarosteve schirripascott vance,16000,english
color,clint eastwood,5,47034272,drama,jersey boys,2014,english,USA,40000000,6.9,johnny cannizzarosteve schirripascott vance,16000,english
color,clint eastwood,5,47034272,music,jersey boys,2014,english,USA,40000000,6.9,johnny cannizzarosteve schirripascott vance,16000,english
color,clint eastwood,5,47034272,musical,jersey boys,2014,english,USA,40000000,6.9,johnny cannizzarosteve schirripascott vance,16000,english
